procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 60009964    288 995056    0    0 10415  3416 13140   22 11  2 87  0  0  0
 0  0      0 60007336    288 996224    0    0   384     0 4728 3818  0  0 99  0  0  0
 2  2      0 59851124    288 1043792    0    0 31888     0 5591 9508  3  1 96  0  0  0
 1  0      0 59727836    288 1074272    0    0 27776     0 5630 14535  4  1 94  0  0  0
 1  1      0 59727876    288 1074608    0    0   308     0  864  705  0  0 100  0  0  0
41  0      0 59507684    288 1077028    0    0  2108     0 14954 124936 12  5 83  0  0  0
56  0      0 59509204    288 1077032    0    0     0     0 15208 157152 13  6 81  0  0  0
25  0      0 59547284    288 1077032    0    0     0     0 13874 162858 11  6 83  0  0  0
32  0      0 59543704    288 1080284    0    0  1664     0 14384 158469 11  5 84  0  0  0
12  0      0 59541316    288 1080284    0    0     0     0 12849 156723 11  6 84  0  0  0
 1  0      0 59518832    288 1083320    0    0  3704     0 15771 158173 12  6 82  0  0  0
82  0      0 59513916    288 1084136    0    0     0     0 13094 154570 11  5 83  0  0  0
41  0      0 59509172    288 1084136    0    0     0     0 14011 157263 11  5 84  0  0  0
33  0      0 59510016    288 1084136    0    0     0     0 13450 157504 11  5 84  0  0  0
 1  0      0 59507468    288 1084136    0    0     0     0 13172 157094 11  5 84  0  0  0
70  0      0 59504828    288 1084136    0    0     0     0 14405 158994 11  6 84  0  0  0
68  0      0 59307236   1616 1151872    0    0 45957   312 27189 164727 14  7 78  1  0  0
67  0      0 59380528   1616 1155576    0    0  1256     0 23016 160313 15  6 79  0  0  0
58  0      0 59341968   1616 1168256    0    0 10604  4272 26672 177793 16  6 77  1  0  0
53  0      0 59342104   1616 1169180    0    0    64  1580 22435 182580 13  6 81  0  0  0
 1  0      0 59335688   1616 1169180    0    0     0     0 14031 158916 11  5 84  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
62  0      0 59335808   1616 1169180    0    0     0     0 13877 159874 11  5 84  0  0  0
53  0      0 59336168   1616 1169180    0    0     0     0 13716 157514 11  6 84  0  0  0
61  0      0 59329604   1616 1169180    0    0     0     0 13902 159370 11  6 84  0  0  0
44  0      0 59327656   1616 1169180    0    0     0     0 14257 158618 11  5 84  0  0  0
52  0      0 59330292   1616 1169180    0    0     0     0 13951 157814 11  5 84  0  0  0
26  0      0 59318736   1616 1169572    0    0   116   408 13665 157846 11  6 84  0  0  0
57  0      0 59318668   1616 1169572    0    0     0     0 13780 157109 11  5 84  0  0  0
 1  0      0 59316900   1616 1170452    0    0   528  5664 14491 161662 11  5 84  0  0  0
50  0      0 59297924   1624 1176020    0    0  2240  7372 14612 160814 11  5 84  0  0  0
64  0      0 59293288   1624 1176020    0    0     0     0 13708 157752 11  5 84  0  0  0
 2  0      0 59294044   1624 1176020    0    0     0     0 13837 159009 11  5 84  0  0  0
49  0      0 59312412   1624 1176020    0    0     0     0 14235 160200 11  5 84  0  0  0
59  0      0 59304808   1624 1176036    0    0    16     4 13815 159502 11  6 84  0  0  0
32  0      0 59310212   1624 1176036    0    0     0     0 13475 159500 11  5 84  0  0  0
15  0      0 59301324   1624 1176036    0    0     0     0 13402 158134 11  5 84  0  0  0
 1  0      0 59298112   1624 1176036    0    0     0     0 13168 149154 11  5 84  0  0  0
