procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 59862872    288 997872    0    0 10285  3384 13108   22 11  2 87  0  0  0
 0  0      0 59855492    288 998596    0    0   288     0 4076 3370  0  0 100  0  0  0
 3  0      0 59684524    292 1046048    0    0 31388   408 6007 9480  2  1 96  0  0  0
 1  0      0 59595980    292 1081372    0    0 31128     0 5634 13967  5  1 94  0  0  0
 0  1      0 59597320    292 1081600    0    0   212     0  909  808  0  0 100  0  0  0
69  0      0 59391376    292 1084100    0    0  2132     0 17086 124822 12  5 83  0  0  0
45  0      0 59358976    292 1084104    0    0     0     0 14265 155709 13  5 82  0  0  0
58  0      0 59378900    292 1084104    0    0     0     0 14045 157955 11  5 84  0  0  0
36  0      0 59374684    292 1086048    0    0  1800     0 14204 156194 11  6 84  0  0  0
40  0      0 59371492    292 1086352    0    0     0     0 13071 154243 11  5 84  0  0  0
79  0      0 59364352    292 1089788    0    0  3788     0 16200 160488 12  6 82  0  0  0
57  0      0 59356560    292 1090284    0    0     0     0 13682 155878 11  5 84  0  0  0
18  0      0 59360100    292 1090284    0    0     0     0 13940 160310 10  5 84  0  0  0
59  0      0 59355728    292 1090284    0    0     0     0 13696 156651 11  5 84  0  0  0
43  0      0 59352792    292 1090284    0    0     0     0 14446 156802 11  5 84  0  0  0
62  0      0 59345896    292 1090284    0    0     0     0 13746 154206 11  5 84  0  0  0
54  0      0 59202260   1616 1157600    0    0 46057   312 27693 165037 15  7 78  1  0  0
29  0      0 59214008   1616 1161676    0    0  1140     0 21879 165124 15  5 80  0  0  0
60  0      0 59178720   1616 1175424    0    0 10652  5368 29735 185029 16  6 77  1  0  0
57  0      0 59169504   1616 1176072    0    0    16   632 18927 169867 12  5 83  0  0  0
60  0      0 59164568   1616 1176072    0    0     0     0 15222 160088 11  5 84  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
19  0      0 59157292   1616 1176072    0    0     0     0 14914 158853 10  5 84  0  0  0
68  0      0 59159320   1616 1176072    0    0     0     0 14613 159569 11  5 84  0  0  0
 2  0      0 59150816   1616 1176072    0    0     0     0 15263 158440 11  5 84  0  0  0
52  0      0 59151844   1616 1176072    0    0     0     0 14753 160530 11  5 84  0  0  0
69  0      0 59150564   1616 1176072    0    0     0     0 14676 157422 10  5 84  0  0  0
50  0      0 59148844   1616 1176072    0    0     0     0 14936 159730 11  5 84  0  0  0
44  0      0 59143080   1616 1176072    0    0     0  2304 14880 159622 11  5 84  0  0  0
10  0      0 59133376   1624 1181148    0    0  2400  9796 17129 166398 11  5 84  0  0  0
59  0      0 59129484   1624 1181720    0    0     0     0 15775 160521 11  5 84  0  0  0
74  0      0 59126776   1624 1181720    0    0     0     0 14317 158431 11  5 84  0  0  0
42  0      0 59125012   1624 1181720    0    0     0     0 14879 158109 11  5 84  0  0  0
 1  0      0 59127948   1624 1181724    0    0     0   136 14869 160524 11  5 84  0  0  0
49  0      0 59137056   1624 1181724    0    0     0     8 14371 158832 11  5 84  0  0  0
 1  0      0 59135672   1624 1181724    0    0     0     0 14211 159218 11  5 84  0  0  0
56  0      0 59132372   1624 1181724    0    0     0     0 14361 157925 11  5 84  0  0  0
40  0      0 59131332   1624 1181724    0    0     0     0 14737 159431 11  5 84  0  0  0
38  0      0 59124016   1624 1181724    0    0     0     0 14373 157382 11  5 84  0  0  0
57  0      0 59122504   1624 1181724    0    0     0     0 14227 158545 11  5 84  0  0  0
21  0      0 59118160   1624 1181724    0    0     0     0 14751 159654 11  5 84  0  0  0
51  0      0 59117468   1624 1181724    0    0     0     0 14258 158891 11  5 84  0  0  0
 1  0      0 59119996   1624 1181724    0    0     0     0 14799 159551 11  5 84  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
52  0      0 59128348   1624 1181728    0    0     0     0 14043 159153 11  5 84  0  0  0
40  0      0 59126056   1624 1181728    0    0     0     0 14029 158164 11  5 84  0  0  0
24  0      0 59117064   1624 1181728    0    0     0   136 14388 158391 10  5 84  0  0  0
 2  0      0 59115604   1624 1181728    0    0     0     0 14968 160090 11  5 84  0  0  0
45  0      0 59110776   1624 1181728    0    0     0     0 14651 158855 11  5 84  0  0  0
53  0      0 59111336   1624 1181744    0    0    16    72 14171 158494 10  5 84  0  0  0
54  0      0 59113440   1624 1181744    0    0     0     0 15423 158945 11  5 84  0  0  0
48  0      0 59107732   1624 1181744    0    0     0     0 14529 158285 10  5 84  0  0  0
12  0      0 59100668   1624 1181744    0    0     0     0 14263 157691 11  5 84  0  0  0
34  0      0 59106800   1624 1181744    0    0     0     0 14985 157510 10  5 84  0  0  0
69  0      0 59105748   1624 1181744    0    0     0     0 14031 157917 11  5 84  0  0  0
23  0      0 59102156   1624 1181744    0    0     0     0 13910 158205 11  5 84  0  0  0
37  0      0 59102588   1624 1181744    0    0     0     0 15952 160372 11  5 84  0  0  0
53  0      0 59095784   1624 1181744    0    0     0     0 13988 157414 10  5 84  0  0  0
53  0      0 59095800   1624 1181744    0    0     0     0 14378 158866 11  5 84  0  0  0
28  0      0 59092684   1624 1181744    0    0     0     0 14356 157998 11  5 84  0  0  0
34  0      0 59089096   1624 1181744    0    0     0     0 14746 156618 11  5 84  0  0  0
75  0      0 59084520   1624 1181744    0    0     0   960 15122 158248 11  5 84  0  0  0
55  0      0 59078008   1624 1181744    0    0     0     0 14149 160478 10  5 84  0  0  0
71  0      0 59073132   1624 1181744    0    0     0     0 15075 158799 11  5 84  0  0  0
55  0      0 59073948   1624 1181744    0    0     0   408 14754 158893 11  5 84  0  0  0
