procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 60153912    288 987984    0    0 10474  3433 13158   22 11  2 87  0  0  0
 0  0      0 60148636    288 988796    0    0   380     0 4330 3700  0  0 99  0  0  0
 6  0      0 59995564    288 1036260    0    0 30888     0 5961 10214  3  1 96  0  0  0
 0  0      0 59877028    288 1065484    0    0 27160     0 6111 14094  5  1 94  0  0  0
 1  0      0 59875312    288 1066444    0    0   676     0  868  808  0  0 100  0  0  0
76  0      0 59641404    288 1068156    0    0  1524     0 16383 135986 13  5 82  0  0  0
25  0      0 59628096    288 1068156    0    0     0     0 14724 156704 13  6 82  0  0  0
 2  0      0 59628512    288 1068156    0    0     0     0 12606 152239 11  6 84  0  0  0
66  0      0 59645940    292 1071316    0    0  1904   408 13961 158670 11  6 83  0  0  0
39  0      0 59631752    292 1075484    0    0  3764     0 14283 155958 12  6 83  0  0  0
39  0      0 59623156    292 1075484    0    0     0     0 14631 156036 11  5 84  0  0  0
64  0      0 59627980    292 1075488    0    0     0     0 13583 155708 11  5 83  0  0  0
61  0      0 59619400    292 1075488    0    0     0     0 13458 158080 11  5 84  0  0  0
78  0      0 59616916    292 1075488    0    0     0     0 13926 158852 11  5 84  0  0  0
46  0      0 59611068    292 1075488    0    0     0     0 13942 159035 11  5 84  0  0  0
42  1      0 59271044    296 1230584    0    0 129756   148 25443 175140 13  7 80  1  0  0
37  0      0 59011248   1616 1453396    0    0 196440   164 21522 147595 17  7 77  0  0  0
 3  0      0 58951980   1616 1454392    0    0   152  1884 24256 167845 16  5 78  0  0  0
67  0      0 58940700   1616 1457612    0    0   484  3304 27331 193471 16  6 78  1  0  0
38  0      0 58911840   1616 1468904    0    0  9888  1588 16307 162319 12  6 82  1  0  0
37  0      0 58902748   1616 1468904    0    0     0     0 13608 159057 11  5 84  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
21  0      0 58891236   1616 1468904    0    0     0     0 13294 156421 11  5 84  0  0  0
17  0      0 58880856   1616 1468904    0    0     0     0 13375 156884 11  5 84  0  0  0
53  0      0 58874220   1616 1468904    0    0     0     0 13645 158667 11  6 84  0  0  0
52  0      0 58911996   1616 1468904    0    0     0     0 14513 167969 10  5 84  0  0  0
25  0      0 58916824   1616 1468904    0    0     0     0 14219 160717 11  6 84  0  0  0
40  0      0 58915520   1616 1468904    0    0     0     0 13607 159275 11  5 84  0  0  0
44  0      0 58922340   1616 1468904    0    0     0  2304 14596 162941 11  6 84  0  0  0
14  0      0 58916560   1624 1476508    0    0  3216 11636 16279 166825 11  6 83  0  0  0
10  0      0 58908680   1624 1476540    0    0     0     0 13340 157573 11  6 84  0  0  0
