procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0      0 59677980    292 943968    0    0 16850  3837 12006   15  8  2 90  0  0  0
 0  0      0 59670824    292 944612    0    0   312     0 4790 3656  0  0 99  0  0  0
 4  0      0 59536512    292 991264    0    0 30916     0 5466 9805  2  1 97  0  0  0
 0  0      0 59404944    292 1022884    0    0 28860     0 5465 14578  5  1 94  0  0  0
 1  0      0 59400576    292 1023636    0    0   676     0  768  707  0  0 100  0  0  0
 2  0      0 59185668    292 1025468    0    0  1528     0 14617 133325 13  5 82  0  0  0
17  0      0 59241692    292 1025472    0    0     0     0 14103 154481 13  6 81  0  0  0
59  0      0 59239072    292 1025472    0    0     0     0 13103 155841 11  5 84  0  0  0
49  0      0 59256000    292 1027768    0    0  1800     0 14364 161120 11  5 84  0  0  0
55  0      0 59258372    292 1027768    0    0     0     0 13243 156996 11  5 84  0  0  0
33  0      0 59242128    292 1031084    0    0  3436     0 15272 154859 12  5 83  0  0  0
72  0      0 59242656    292 1031384    0    0     0     0 13429 155398 11  5 84  0  0  0
74  0      0 59236696    292 1031384    0    0     0     0 13992 159927 11  5 84  0  0  0
 1  0      0 59236308    292 1031384    0    0     0     0 13587 159451 10  5 84  0  0  0
59  0      0 59231932    292 1031384    0    0     0     0 14548 158698 10  6 84  0  0  0
61  0      0 59224860    292 1031384    0    0     0     0 14416 159573 10  5 84  0  0  0
 3  0      0 59005756   1616 1099284    0    0 46052   312 26919 165925 15  7 78  1  0  0
77  0      0 59110692   1616 1103724    0    0  1900     0 23408 166283 16  6 78  0  0  0
48  1      0 59072876   1616 1116452    0    0 10540  4412 27280 180767 15  6 78  1  0  0
61  0      0 59073236   1616 1117936    0    0    80  2304 23689 189637 12  6 81  1  0  0
 1  0      0 59063944   1616 1117952    0    0     0     0 14848 165645 10  5 84  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
66  0      0 59058376   1616 1117952    0    0     0     0 13481 158106 11  6 84  0  0  0
 2  0      0 59054012   1616 1117952    0    0     0     0 13763 156355 11  5 84  0  0  0
60  0      0 59046388   1616 1117952    0    0     0     0 13403 155020 11  5 84  0  0  0
