procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 59995496    288 984892    0    0 11121  3463 13006   21 10  2 87  0  0  0
 0  0      0 59980848    288 985508    0    0   272     0 5155 3931  0  0 99  0  0  0
 4  0      0 59820044    288 1031632    0    0 29972     0 5497 8789  2  1 96  0  0  0
 1  0      0 59738500    288 1063692    0    0 29960     0 5453 14867  5  1 94  0  0  0
 3  0      0 59738972    288 1064504    0    0   564     0  727  608  0  0 100  0  0  0
85  0      0 59511796    288 1066584    0    0  1576     0 23879 130502 12  5 83  0  0  0
25  0      0 59549036    288 1066588    0    0     0     0 14944 161913 13  5 82  0  0  0
 9  0      0 59512384    288 1066588    0    0     0     0 13188 155470 11  5 84  0  0  0
76  0      0 59560376    288 1068636    0    0  1656     0 13767 157870 11  6 84  0  0  0
15  0      0 59547016    292 1071680    0    0  3832   136 14291 154924 11  5 83  0  0  0
27  0      0 59544516    292 1072788    0    0     0     0 13833 152379 11  5 84  0  0  0
40  0      0 59536012    292 1072792    0    0     0     0 13902 162963 11  6 84  0  0  0
37  0      0 59527652    292 1072792    0    0     0     0 13662 158421 11  5 84  0  0  0
38  0      0 59526980    292 1072792    0    0     0     0 13816 159817 11  6 84  0  0  0
61  0      0 59521960    292 1072792    0    0     0     0 13454 157058 11  5 84  0  0  0
 4  0      0 59328820    296 1140156    0    0 44652   460 24294 165939 12  7 80  1  0  0
68  0      0 59419112   1616 1146316    0    0  4188     0 22837 163892 16  6 78  0  0  0
 2  1      0 59389652   1616 1158220    0    0  9916  2428 24755 172982 15  6 78  1  0  0
68  0      0 59390628   1616 1161036    0    0   848  3576 24522 186328 14  6 80  1  0  0
48  0      0 59386828   1616 1161036    0    0     0     0 13512 157915 11  5 84  0  0  0
11  0      0 59379980   1616 1161036    0    0     0     0 13840 157607 11  5 84  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
51  0      0 59376784   1616 1161036    0    0     0     0 13544 157306 11  5 84  0  0  0
11  0      0 59372928   1616 1161036    0    0     0     0 13610 157684 11  5 84  0  0  0
73  0      0 59371812   1616 1161036    0    0     0     0 14007 163737 11  5 84  0  0  0
67  0      0 59362860   1616 1161036    0    0     0     0 14549 165787 10  6 84  0  0  0
 2  0      0 59360468   1616 1161036    0    0     0     0 14192 160191 11  5 84  0  0  0
60  0      0 59349980   1616 1161036    0    0     0     0 14308 160194 11  5 84  0  0  0
17  0      0 59346676   1616 1161036    0    0     0     0 14052 164017 10  6 84  0  0  0
62  0      0 59349132   1624 1166460    0    0  2320 12536 16495 171076 11  6 84  0  0  0
13  0      0 59342588   1624 1167084    0    0     0   136 14310 158635 11  5 84  0  0  0
31  0      0 59340700   1624 1167084    0    0     0     0 13680 158223 10  5 84  0  0  0
69  0      0 59337168   1624 1167084    0    0     0     0 13891 157767 11  5 84  0  0  0
44  0      0 59333720   1624 1167084    0    0     0     0 13700 158066 11  5 84  0  0  0
20  0      0 59320000   1624 1167084    0    0    16     4 14416 159178 11  5 84  0  0  0
18  0      0 59316356   1624 1167148    0    0     0     0 14501 160926 11  5 84  0  0  0
47  0      0 59310704   1624 1167148    0    0     0     0 14160 159522 11  5 84  0  0  0
53  0      0 59304520   1624 1167148    0    0     0     0 13902 158885 11  5 84  0  0  0
 1  0      0 59301392   1624 1167148    0    0     0     0 14612 158963 11  5 84  0  0  0
72  0      0 59300256   1624 1167148    0    0     0     0 14161 159294 11  5 84  0  0  0
36  0      0 59294060   1624 1167344    0    0     0   408 14348 159172 11  6 84  0  0  0
82  0      0 59289856   1624 1167376    0    0     0     4 14401 160023 11  5 84  0  0  0
91  0      0 59294484   1624 1167376    0    0     0     0 15100 160073 11  5 84  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
25  0      0 59281476   1624 1167380    0    0     0     0 14589 162921 10  5 84  0  0  0
66  0      0 59273660   1624 1167380    0    0     0     0 14198 162536 10  5 84  0  0  0
44  0      0 59262424   1624 1167380    0    0     0     0 14399 159687 11  5 84  0  0  0
59  0      0 59261020   1624 1167380    0    0     0     0 14226 158867 11  5 84  0  0  0
67  0      0 59254848   1624 1167444    0    0     0    72 13775 157900 10  5 84  0  0  0
28  0      0 59250884   1624 1167524    0    0     0     0 13376 157209 10  5 84  0  0  0
14  0      0 59250736   1624 1167524    0    0     0     0 13428 158000 10  5 84  0  0  0
48  0      0 59244276   1624 1167524    0    0     0     0 13921 158507 10  5 84  0  0  0
14  0      0 59238848   1624 1167524    0    0     0     0 13530 153686 10  5 84  0  0  0
66  0      0 59235364   1624 1167524    0    0     0     0 13730 157654 10  5 84  0  0  0
 1  0      0 59232944   1624 1167524    0    0     0     0 13946 157599 11  5 84  0  0  0
43  0      0 59243804   1624 1167524    0    0     0     0 13651 156781 11  5 84  0  0  0
55  0      0 59236984   1624 1167524    0    0     0     0 13398 155753 11  5 84  0  0  0
38  0      0 59238908   1624 1167524    0    0     0     0 13784 159640 11  5 84  0  0  0
53  0      0 59238272   1624 1167524    0    0     0     0 13909 158074 11  5 84  0  0  0
26  0      0 59237124   1624 1167524    0    0     0     0 14267 159400 11  5 84  0  0  0
53  0      0 59235572   1624 1167524    0    0     0     0 13915 157802 11  5 84  0  0  0
 1  0      0 59230724   1624 1167524    0    0     0  1248 13496 157428 11  5 84  0  0  0
66  0      0 59233096   1624 1169332    0    0   240  3180 14202 158485 11  5 84  0  0  0
 1  0      0 59229236   1624 1169332    0    0     0     0 13477 155506 10  5 84  0  0  0
49  0      0 59221992   1624 1169332    0    0     0     0 13099 157113 10  5 84  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
87  0      0 59221484   1624 1169364    0    0     0    76 13952 159682 10  5 84  0  0  0
50  0      0 59215736   1624 1169476    0    0     0     8 13637 157230 10  5 84  0  0  0
45  0      0 59214400   1624 1169496    0    0     0     0 13943 154827 11  5 84  0  0  0
53  0      0 59217520   1624 1169496    0    0     0     0 14289 159350 11  5 84  0  0  0
60  0      0 59217072   1624 1169496    0    0     0     0 13363 157291 11  5 84  0  0  0
76  0      0 59216280   1624 1169496    0    0     0     0 13536 157226 11  5 84  0  0  0
42  0      0 59222600   1624 1169628    0    0     0   136 14131 158190 11  5 84  0  0  0
68  0      0 59224520   1624 1169532    0    0     0     0 13957 156723 11  5 84  0  0  0
21  0      0 59223932   1624 1169532    0    0     0     0 13933 159150 11  5 84  0  0  0
55  0      0 59224868   1624 1169532    0    0     0     0 13342 156697 11  5 84  0  0  0
53  0      0 59221628   1624 1169532    0    0     0     0 13709 159360 11  5 84  0  0  0
60  0      0 59214648   1624 1169532    0    0     0     0 14741 162875 10  5 84  0  0  0
46  0      0 59216084   1624 1169532    0    0     0     0 14134 161411 11  5 84  0  0  0
55  0      0 59213732   1624 1169532    0    0     0     0 13863 155646 11  5 84  0  0  0
 1  0      0 59217616   1624 1169532    0    0     0     0 13598 159635 10  5 84  0  0  0
37  0      0 59212964   1624 1169532    0    0     0     0 13927 158035 11  5 84  0  0  0
12  0      0 59208156   1624 1169532    0    0     0     0 13972 161242 11  5 84  0  0  0
