procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  1      0 59847200    288 985728    0    0 11041  3444 12989   21 10  2 87  0  0  0
 0  0      0 59842084    288 986336    0    0   296     0 4975 3520  0  0 100  0  0  0
 3  0      0 59686836    288 1034828    0    0 31396     0 5461 9566  2  1 97  0  0  0
 0  0      0 59600292    288 1065796    0    0 28828     0 5573 14468  5  1 94  0  0  0
 1  0      0 59595952    288 1066344    0    0   676     0  878  896  0  0 100  0  0  0
77  0      0 59410776    288 1068336    0    0  1480     0 15167 138164 13  5 82  0  0  0
60  0      0 59392284    288 1068340    0    0     0     0 14445 158964 12  6 82  0  0  0
52  0      0 59407704    288 1068340    0    0     0     0 13857 159750 11  6 83  0  0  0
46  0      0 59416540    288 1071256    0    0  1724     0 14576 166731 11  6 84  0  0  0
56  0      0 59410908    288 1074728    0    0  3736     0 15589 161845 11  5 83  0  0  0
67  0      0 59397272    288 1075172    0    0     0     0 15268 163161 11  5 84  0  0  0
38  0      0 59394412    288 1075172    0    0     0     0 13492 155738 11  5 84  0  0  0
60  0      0 59385172    288 1075172    0    0     0     0 13620 155975 11  6 84  0  0  0
56  0      0 59383504    288 1075172    0    0     0     0 13693 158086 11  5 84  0  0  0
45  0      0 59378660    288 1075172    0    0     0     0 13793 158558 11  5 84  0  0  0
74  0      0 59203216    296 1140592    0    0 42700   312 24514 162839 12  6 81  1  0  0
 3  0      0 59217516   1616 1146776    0    0  4573     0 19362 148446 15  5 80  0  0  0
 3  1      0 59212900   1616 1148220    0    0   316  2440 24116 172079 15  6 79  1  0  0
73  1      0 59195468   1616 1159708    0    0  9744  3236 26776 189303 15  6 78  1  0  0
60  0      0 59195104   1616 1162980    0    0   624   492 15309 156733 11  5 84  0  0  0
12  0      0 59188840   1616 1162980    0    0     0     0 15040 162617 11  5 84  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
58  0      0 59197104   1616 1162980    0    0     0     0 14425 160893 11  5 84  0  0  0
46  0      0 59193956   1616 1162980    0    0     0     0 13398 157815 11  5 84  0  0  0
 1  0      0 59199604   1616 1162980    0    0     0     0 13833 158494 11  5 84  0  0  0
66  0      0 59198704   1616 1162980    0    0     0     0 14142 159931 11  5 84  0  0  0
69  0      0 59182388   1616 1162980    0    0     0     0 13995 158479 11  5 84  0  0  0
