procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  1      0 60004508    288 950580    0    0 15388  3826 12470   17  9  2 89  0  0  0
 0  0      0 60000740    288 951372    0    0   344     0 4343 3544  0  0 100  0  0  0
 4  1      0 59859660    288 996456    0    0 28876     0 5131 8800  2  1 97  0  0  0
 0  0      0 59733804    288 1029896    0    0 31116     0 5930 15170  5  1 94  0  0  0
 1  0      0 59727336    288 1030616    0    0   676     0  797  721  0  0 100  0  0  0
64  0      0 59547336    288 1032508    0    0  1536     0 15790 136676 13  5 82  0  0  0
81  0      0 59570048    288 1032512    0    0     0     0 14760 161520 12  6 82  0  0  0
31  0      0 59574216    288 1032512    0    0     0     0 13338 159695 11  5 84  0  0  0
 1  0      0 59598288    288 1034740    0    0  1800     0 13868 157339 11  5 83  0  0  0
69  0      0 59591396    288 1037816    0    0  3480     0 14261 156873 11  5 83  0  0  0
17  0      0 59576660    288 1038400    0    0     0     0 15023 158069 11  5 83  0  0  0
71  0      0 59569660    288 1038404    0    0     0     0 13444 154123 11  5 83  0  0  0
27  0      0 59567648    288 1038404    0    0     0     0 13625 160667 11  6 84  0  0  0
57  0      0 59562680    288 1038404    0    0     0     0 13281 156705 11  5 84  0  0  0
42  0      0 59542580    288 1038404    0    0     0     0 14543 159424 11  5 83  0  0  0
13  0      0 59391280    296 1103132    0    0 41560   148 22949 167831 12  6 81  1  0  0
55  0      0 59387464   1616 1110084    0    0  5925   164 24040 157851 16  6 78  0  0  0
83  0      0 59367508   1616 1120668    0    0  9800  1720 23830 166976 15  6 78  1  0  0
37  0      0 59369884   1616 1125612    0    0   756  4128 27462 189747 14  6 79  1  0  0
 1  0      0 59366028   1616 1125612    0    0     0     0 14496 158733 11  5 84  0  0  0
47  0      0 59365444   1616 1125612    0    0     0     0 13473 156732 11  5 84  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
33  0      0 59356536   1616 1125612    0    0     0     0 14227 159163 11  5 84  0  0  0
 1  0      0 59362156   1616 1125612    0    0     0     0 13779 159884 11  5 84  0  0  0
58  0      0 59361312   1616 1125612    0    0     0     0 14210 163226 11  5 84  0  0  0
11  0      0 59360836   1616 1125612    0    0     0     0 14203 159905 10  5 84  0  0  0
12  0      0 59361636   1616 1125612    0    0     0     0 14619 160658 11  5 84  0  0  0
44  0      0 59358448   1616 1125948    0    0   132   272 15181 162259 11  5 84  0  0  0
 1  0      0 59362084   1616 1126060    0    0    16  2260 15589 163669 11  5 84  0  0  0
58  0      0 59354412   1616 1130168    0    0  2064  3124 16288 165821 10  5 84  0  0  0
53  0      0 59353672   1624 1132300    0    0   688  7180 15655 164405 11  6 84  0  0  0
 1  0      0 59345376   1624 1132300    0    0     0     0 14606 161914 11  5 84  0  0  0
50  0      0 59346360   1624 1132300    0    0     0     0 14202 160347 11  5 84  0  0  0
45  0      0 59348344   1624 1132300    0    0     0     0 14115 160973 11  5 84  0  0  0
 3  0      0 59337948   1624 1132540    0    0    16     8 14962 163378 10  5 84  0  0  0
72  0      0 59340128   1624 1132540    0    0     0     0 14605 161506 11  5 84  0  0  0
28  0      0 59333204   1624 1132540    0    0     0     0 15137 162349 10  6 84  0  0  0
63  0      0 59333492   1624 1132540    0    0     0     0 14259 160160 11  5 84  0  0  0
27  0      0 59338636   1624 1132540    0    0     0     0 15071 162183 11  5 84  0  0  0
64  0      0 59330840   1624 1132540    0    0     0     0 13800 160052 11  5 84  0  0  0
 1  0      0 59326128   1624 1132540    0    0     0     0 14589 161210 11  5 84  0  0  0
63  0      0 59321060   1624 1132540    0    0     0     0 13526 164315 11  5 84  0  0  0
77  0      0 59321264   1624 1132540    0    0     0     0 13852 160046 11  5 84  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 59309188   1624 1132544    0    0     0     0 14108 159432 11  5 84  0  0  0
51  0      0 59301628   1624 1132544    0    0     0     0 14564 162037 11  5 84  0  0  0
13  0      0 59304456   1624 1132544    0    0     0     0 14178 163176 11  5 84  0  0  0
25  0      0 59299596   1624 1132544    0    0     0     0 14615 160932 11  5 84  0  0  0
 1  0      0 59293140   1624 1132720    0    0    16    72 14628 157800 11  5 84  0  0  0
60  0      0 59291388   1624 1132720    0    0     0     0 13867 160504 11  5 84  0  0  0
 2  0      0 59287244   1624 1132720    0    0     0     0 14706 161310 11  5 84  0  0  0
47  0      0 59285684   1624 1132720    0    0     0     0 13920 160752 11  5 84  0  0  0
 1  0      0 59284580   1624 1132720    0    0     0     0 14338 159641 11  5 84  0  0  0
50  0      0 59286840   1624 1132720    0    0     0     0 14655 161363 11  5 84  0  0  0
40  0      0 59285136   1624 1132720    0    0     0     0 14354 160292 11  5 84  0  0  0
30  0      0 59283800   1624 1132720    0    0     0     0 14399 160081 11  5 84  0  0  0
52  0      0 59281296   1624 1132720    0    0     0     0 13940 159347 11  5 84  0  0  0
52  0      0 59279224   1624 1132720    0    0     0     0 14596 164743 11  5 84  0  0  0
 1  0      0 59286376   1624 1132720    0    0     0   272 14520 160382 11  5 84  0  0  0
52  0      0 59281500   1624 1133012    0    0     0   144 14888 160120 11  5 84  0  0  0
