procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 59987788    288 956560    0    0 14221  3604 12347   18  9  2 89  0  0  0
 0  0      0 59985736    288 957200    0    0   328     0 4193 3602  0  0 100  0  0  0
 3  1      0 59839160    288 1004020    0    0 30580     0 5808 9610  3  1 97  0  0  0
 0  0      0 59728892    288 1035544    0    0 29368     0 5578 14556  5  1 94  0  0  0
 1  0      0 59724724    288 1036296    0    0   676     0  847  922  0  0 100  0  0  0
80  0      0 59512860    288 1038224    0    0  1508     0 15268 137621 13  5 82  0  0  0
 3  0      0 59544268    288 1038224    0    0     0     0 14808 162460 12  6 82  0  0  0
59  0      0 59505608    292 1038328    0    0   148   272 13463 159759 11  5 83  0  0  0
46  0      0 59549732    292 1042872    0    0  1724   136 13883 155570 11  6 83  0  0  0
87  0      0 59536252    292 1045544    0    0  3056     0 14037 159776 11  6 83  0  0  0
40  0      0 59530012    292 1046560    0    0   452     0 13997 153235 12  5 83  0  0  0
33  0      0 59525372    292 1046560    0    0     0     0 13755 160849 11  5 84  0  0  0
48  0      0 59520100    292 1046560    0    0     0     0 13352 159751 11  5 84  0  0  0
38  0      0 59515972    292 1046560    0    0     0     0 13534 158992 11  6 84  0  0  0
50  0      0 59519464    292 1046560    0    0     0     0 15167 165942 11  6 84  0  0  0
33  1      0 59436492    296 1078628    0    0 25920   148 22730 161715 11  6 82  1  0  0
46  0      0 59408788   1616 1118160    0    0 21436   164 23682 156455 15  6 78  0  0  0
92  0      0 59363956   1616 1128652    0    0  9764  1408 24520 169266 16  6 78  1  0  0
70  0      0 59350660   1616 1131756    0    0   840  4440 27919 200776 14  6 79  1  0  0
62  0      0 59377064   1616 1131756    0    0     0     0 13946 160453 11  6 84  0  0  0
58  0      0 59394836   1616 1131756    0    0     0     0 13205 160183 11  5 84  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
43  0      0 59381724   1616 1131756    0    0     0     0 13333 157753 11  5 84  0  0  0
49  0      0 59373348   1616 1131756    0    0     0     0 13521 162045 11  5 84  0  0  0
81  0      0 59366272   1616 1131756    0    0     0     0 13152 158634 11  5 84  0  0  0
49  0      0 59357948   1616 1131756    0    0     0     0 13524 158318 11  5 84  0  0  0
 1  0      0 59354736   1616 1131756    0    0     0     0 13470 158820 11  5 84  0  0  0
44  0      0 59353148   1616 1131756    0    0     0     0 13609 160151 11  5 84  0  0  0
45  0      0 59350056   1624 1133868    0    0  1008  4692 13914 160237 11  5 84  0  0  0
25  0      0 59340524   1624 1134284    0    0   464  3372 13963 162701 11  6 84  0  0  0
65  0      0 59333508   1624 1134332    0    0     0     0 13505 159940 11  6 84  0  0  0
 1  0      0 59328880   1624 1134332    0    0     0     0 14437 159753 11  6 84  0  0  0
60  0      0 59326016   1624 1134332    0    0     0     0 13320 157781 11  5 84  0  0  0
47  0      0 59318980   1624 1134332    0    0     0     0 13449 158285 11  6 84  0  0  0
58  0      0 59318868   1624 1134332    0    0     0     4 14338 160061 11  5 84  0  0  0
58  0      0 59312972   1624 1134348    0    0     0     0 14572 159723 11  6 84  0  0  0
37  0      0 59307372   1624 1134348    0    0     0     0 12861 156137 11  5 84  0  0  0
69  0      0 59304308   1624 1134348    0    0     0     0 13019 154388 11  5 84  0  0  0
 2  0      0 59294072   1624 1134348    0    0     0   136 13030 157411 11  5 84  0  0  0
48  0      0 59280836   1624 1134352    0    0     0     4 13642 158779 11  6 84  0  0  0
57  0      0 59292104   1624 1134352    0    0     0     0 13474 158797 11  6 84  0  0  0
