procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  1      0 59863708    288 1012976    0    0  9498  3299 13155   23 11  3 86  0  0  0
 0  0      0 59858696    288 1013828    0    0   296     0 4144 3702  0  0 100  0  0  0
 4  0      0 59701060    288 1060544    0    0 30936     0 5759 9070  3  1 96  0  0  0
 2  0      0 59609656    288 1092908    0    0 27540     0 5748 14140  5  1 94  0  0  0
 2  0      0 59610136    288 1093188    0    0   304     0  800  784  0  0 100  0  0  0
35  0      0 59399896    288 1095876    0    0  2176     0 13143 122316 12  5 83  0  0  0
18  0      0 59403320    288 1095880    0    0     0     0 15169 156331 13  6 81  0  0  0
 1  0      0 59423276    288 1095880    0    0     0     0 13000 153448 11  5 83  0  0  0
70  0      0 59433324    288 1100092    0    0  1724     0 14213 161353 11  6 83  0  0  0
71  0      0 59413608    288 1100156    0    0     0     0 13075 159193 11  6 84  0  0  0
60  0      0 59399116    288 1104180    0    0  3844     0 15808 158380 12  6 83  0  0  0
44  0      0 59397484    288 1104180    0    0     0     0 13163 156332 11  5 84  0  0  0
73  0      0 59393708    288 1104180    0    0     0     0 12999 156334 11  6 84  0  0  0
 1  0      0 59386624    288 1104180    0    0     0     0 13106 157169 11  5 84  0  0  0
55  0      0 59381996    288 1104180    0    0     0     0 13467 157131 11  5 84  0  0  0
30  0      0 59376028    288 1104180    0    0     0     0 14050 160589 11  6 84  0  0  0
46  0      0 59247760   1616 1173628    0    0 47276   384 29396 159786 16  7 77  1  0  0
40  1      0 59232564   1616 1182632    0    0  6504   632 21527 164635 15  6 78  0  0  0
49  0      0 59205068   1616 1189044    0    0  4212  4736 29828 191823 16  6 77  1  0  0
68  0      0 59201488   1616 1189620    0    0    32   632 15615 163801 11  6 83  0  0  0
20  0      0 59193396   1616 1189620    0    0     0     0 13278 159401 11  5 84  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
65  0      0 59190972   1616 1189620    0    0     0     0 14280 160907 11  6 84  0  0  0
 1  0      0 59190496   1616 1189888    0    0   132   136 14112 159200 11  6 84  0  0  0
58  0      0 59181004   1616 1189888    0    0     0     0 13606 157557 11  5 84  0  0  0
 9  0      0 59175756   1616 1189888    0    0     0     0 14035 159417 11  6 84  0  0  0
60  0      0 59179008   1616 1189888    0    0     0     0 13039 157064 11  5 84  0  0  0
80  0      0 59172620   1616 1189888    0    0     0     0 13803 157235 11  6 84  0  0  0
68  0      0 59179008   1616 1189888    0    0     0  2496 13731 158026 11  6 84  0  0  0
 1  0      0 59171692   1624 1196656    0    0  2944 11348 15059 165170 11  6 83  0  0  0
31  0      0 59164012   1624 1196752    0    0     0     0 12884 156815 11  5 84  0  0  0
 1  0      0 59163116   1624 1196752    0    0     0     0 13365 158077 11  6 84  0  0  0
37  0      0 59157064   1624 1196752    0    0     0     0 13949 161753 11  6 84  0  0  0
45  0      0 59155580   1624 1196752    0    0     0     0 13870 163019 11  5 84  0  0  0
33  0      0 59158416   1624 1196752    0    0     0     4 13249 156688 11  5 84  0  0  0
16  0      0 59148612   1624 1196752    0    0     0     0 13408 158578 11  6 84  0  0  0
70  0      0 59143628   1624 1196752    0    0     0     0 13201 157324 11  6 84  0  0  0
32  0      0 59136932   1624 1196752    0    0     0     0 13290 157421 11  5 84  0  0  0
49  0      0 59126260   1624 1196752    0    0     0     0 13174 156568 11  5 84  0  0  0
50  0      0 59108284   1624 1196752    0    0     0     0 13081 156213 11  5 84  0  0  0
64  0      0 59119680   1624 1196752    0    0     0     0 13147 157157 11  6 84  0  0  0
88  0      0 59113836   1624 1196752    0    0     0   136 13112 157155 11  5 84  0  0  0
68  0      0 59111480   1624 1196752    0    0     0     0 12981 157626 11  6 84  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 59108036   1624 1196756    0    0     0     0 13478 158344 11  5 84  0  0  0
72  0      0 59102688   1624 1196756    0    0     0     0 13441 158943 11  6 84  0  0  0
11  0      0 59097444   1624 1196756    0    0     0     0 13083 156568 11  5 84  0  0  0
63  0      0 59092508   1624 1196756    0    0     0     0 13151 158024 11  6 84  0  0  0
41  0      0 59091108   1624 1196756    0    0     0    72 13904 158056 11  5 84  0  0  0
 1  0      0 59082356   1624 1196756    0    0     0     0 13501 157432 11  5 84  0  0  0
75  0      0 59076740   1624 1196756    0    0     0     0 13021 157683 11  5 84  0  0  0
69  0      0 59081320   1624 1196756    0    0     0     0 13234 158302 11  5 84  0  0  0
43  0      0 59086352   1624 1196756    0    0     0     0 14326 159860 11  5 84  0  0  0
66  0      0 59083216   1624 1196756    0    0     0     0 13346 156169 11  6 84  0  0  0
54  0      0 59089892   1624 1196764    0    0     0   416 13362 158008 11  5 84  0  0  0
21  0      0 59084912   1624 1196764    0    0     0     0 12914 157205 11  5 84  0  0  0
55  0      0 59092244   1624 1196764    0    0     0     0 13002 155553 11  5 84  0  0  0
10  0      0 59089808   1624 1196764    0    0     0     0 13376 157963 11  5 84  0  0  0
 1  0      0 59085620   1624 1196764    0    0     0     0 13079 157634 11  6 84  0  0  0
53  0      0 59086520   1624 1196764    0    0     0     0 13321 154688 11  5 84  0  0  0
59  0      0 59090448   1624 1196764    0    0     0     0 13471 157149 11  6 84  0  0  0
42  0      0 59084932   1624 1196764    0    0     0   992 13028 157236 11  6 84  0  0  0
28  0      0 59086060   1624 1196764    0    0     0     0 13441 157286 11  5 84  0  0  0
 1  0      0 59084964   1624 1196764    0    0     0     0 13093 157515 11  5 84  0  0  0
67  0      0 59079936   1624 1196764    0    0     0    76 13740 157330 11  5 84  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 59082924   1624 1196764    0    0     0     0 13049 155056 11  6 84  0  0  0
