procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 60155188    292 1002116    0    0  9818  3383 13242   23 11  2 86  0  0  0
 0  0      0 60136132    292 1002828    0    0   340     0 4346 3452  1  0 99  0  0  0
 4  0      0 60006524    292 1048668    0    0 29420     0 5601 9263  3  1 96  0  0  0
 0  0      0 59863404    292 1081332    0    0 30360     0 5893 15383  5  1 94  0  0  0
 1  0      0 59874260    292 1082148    0    0   676   136  760  825  0  0 100  0  0  0
83  0      0 59670568    292 1084108    0    0  1524     0 17149 138232 13  5 82  0  0  0
 1  0      0 59701852    292 1084112    0    0     0     0 14826 162914 12  6 82  0  0  0
 1  0      0 59703196    292 1084112    0    0     0     0 13446 160565 11  5 84  0  0  0
37  0      0 59715468    292 1086332    0    0  1800     0 14957 162284 11  6 83  0  0  0
83  0      0 59713352    292 1090296    0    0  3784     0 14470 158538 11  6 83  0  0  0
36  0      0 59710588    292 1090296    0    0     0     0 14175 155340 11  5 83  0  0  0
61  0      0 59701700    292 1090296    0    0     0     0 13496 160496 11  6 83  0  0  0
55  0      0 59703228    292 1090296    0    0     0     0 13890 159519 11  5 84  0  0  0
44  0      0 59698532    292 1090296    0    0     0     0 14236 159764 11  6 84  0  0  0
 1  0      0 59696216    292 1090296    0    0     0     0 13335 158252 11  6 84  0  0  0
32  0      0 59483848    296 1211116    0    0 91804   148 25180 170933 12  7 81  1  0  0
72  1      0 59034548   1616 1469676    0    0 234240     0 27541 160123 18  7 75  0  0  0
53  0      0 58962004   1616 1471264    0    0   380  1204 22957 167668 15  5 79  0  0  0
66  0      0 58896456   1616 1484516    0    0 10424  5880 26954 183828 16  6 76  1  0  0
32  0      0 58896668   1616 1484516    0    0     0     0 13879 158516 11  6 84  0  0  0
 1  0      0 58898420   1616 1484516    0    0     0     0 13296 158205 11  5 84  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
43  0      0 58899188   1616 1484516    0    0     0     0 13329 157639 11  6 84  0  0  0
53  0      0 58887284   1616 1484516    0    0     0     0 13371 158755 11  6 84  0  0  0
28  0      0 58886600   1616 1484516    0    0     0     0 13560 159372 11  6 84  0  0  0
 1  0      0 58889804   1616 1484516    0    0     0     0 14476 160540 11  5 84  0  0  0
64  0      0 58897556   1616 1484516    0    0     0     0 13279 156293 11  6 84  0  0  0
54  0      0 58889164   1616 1484516    0    0     0     0 13624 160008 11  5 84  0  0  0
49  0      0 58900300   1616 1484516    0    0     0  2400 13908 159514 11  5 84  0  0  0
78  0      0 58939100   1624 1491220    0    0  2960 11240 16568 167282 11  6 83  0  0  0
32  0      0 58937724   1624 1491220    0    0     0     0 13556 159157 11  5 84  0  0  0
10  0      0 58934112   1624 1491220    0    0     0   136 14206 159111 11  6 84  0  0  0
63  0      0 58934672   1624 1491220    0    0     0     4 13365 157938 11  6 84  0  0  0
 2  0      0 58928160   1624 1491220    0    0     0     0 13164 157867 11  5 84  0  0  0
41  0      0 58921204   1624 1491220    0    0     0     4 13468 159391 11  5 84  0  0  0
51  0      0 58924308   1624 1491220    0    0     0     0 13749 140998 11  5 84  0  0  0
55  0      0 58921644   1624 1491220    0    0     0     0 13193 157790 11  6 84  0  0  0
