procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0      0 59887048    292 969256    0    0 12930  3546 12637   20  9  2 88  0  0  0
 1  0      0 59876364    292 969936    0    0   272     0 5107 3559  0  0 99  0  0  0
 0  2      0 59720636    292 1016576    0    0 31244     0 5840 9344  2  1 96  0  0  0
 0  0      0 59584788    292 1048108    0    0 28712     0 5818 14721  5  1 94  0  0  0
 2  0      0 59590876    292 1049040    0    0   668     0  690  706  0  0 100  0  0  0
52  0      0 59420332    292 1050880    0    0  1460     0 14549 133170 13  5 82  0  0  0
30  0      0 59430964    292 1050884    0    0     0     0 15343 159934 13  6 81  0  0  0
66  0      0 59467492    292 1050884    0    0     0     0 14188 163578 11  6 84  0  0  0
35  0      0 59457696    292 1054004    0    0  1728     0 14268 159145 11  6 84  0  0  0
70  0      0 59472408    292 1058276    0    0  3588     0 15790 161117 12  6 82  0  0  0
62  0      0 59466168    292 1058276    0    0     0     0 14436 157955 11  5 84  0  0  0
35  0      0 59462240    292 1058276    0    0     0     0 13271 156410 11  6 83  0  0  0
 5  0      0 59458072    292 1058276    0    0     0     0 13094 154598 11  6 84  0  0  0
 1  0      0 59459036    292 1058276    0    0     0     0 13572 157984 11  6 84  0  0  0
62  0      0 59449944    292 1058276    0    0     0     0 13210 155791 11  6 84  0  0  0
 2  0      0 59242676   1616 1116944    0    0 42560   312 23527 164031 13  6 79  1  0  0
41  0      0 59315708   1616 1121008    0    0  1468     0 16531 156037 12  5 82  0  0  0
55  0      0 59305104   1616 1129684    0    0  3200     0 14364 153517 12  6 83  0  0  0
44  0      0 59294420   1616 1130564    0    0   168  1560 24224 173588 15  6 79  0  0  0
 3  1      0 59292464   1616 1132588    0    0   404  3152 28674 201230 14  6 79  1  0  0
54  0      0 59274444   1616 1143436    0    0 10080  1424 17845 162901 13  6 81  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
17  0      0 59269184   1616 1143436    0    0     0     0 13123 155983 11  5 84  0  0  0
21  0      0 59267224   1616 1143436    0    0     0     0 13079 157118 11  6 84  0  0  0
 1  0      0 59261560   1616 1143436    0    0     0     0 13153 157825 11  6 84  0  0  0
53  0      0 59268768   1616 1143436    0    0     0     0 13568 157072 10  6 84  0  0  0
52  0      0 59261460   1616 1143436    0    0     0     0 13870 159164 11  5 84  0  0  0
