procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  1      0 59518660    288 972400    0    0 12212  3559 12883   20 10  2 87  0  0  0
 0  0      0 59500684    288 973096    0    0   312     0 4794 3600  0  0 99  0  0  0
 4  0      0 59343924    288 1019872    0    0 30684     0 5313 9459  3  1 96  0  0  0
 0  0      0 59233740    288 1049752    0    0 27688     0 5502 14088  5  1 94  0  0  0
 1  0      0 59224440    288 1050324    0    0   676     0  743  844  0  0 100  0  0  0
35  0      0 59054472    288 1052388    0    0  1504     0 19840 135763 12  5 82  0  0  0
20  0      0 59052000    288 1052392    0    0     0     0 15080 161493 13  5 82  0  0  0
 1  0      0 59059068    288 1052392    0    0     0     0 13938 160901 11  6 84  0  0  0
65  0      0 59055980    288 1055424    0    0  1724     0 14789 160130 11  6 83  0  0  0
77  0      0 59054160    288 1058672    0    0  3600     0 14342 157801 11  5 83  0  0  0
44  0      0 59051156    288 1059204    0    0     0     0 14276 155095 12  5 83  0  0  0
 1  0      0 59100888    288 1059208    0    0     0     0 13667 158068 11  5 84  0  0  0
74  0      0 59083136    288 1059208    0    0     0     0 13528 158693 11  5 84  0  0  0
50  0      0 59084284    288 1059208    0    0     0     0 13755 154767 11  5 84  0  0  0
 1  0      0 59079912    288 1059208    0    0     0     0 13728 158853 11  5 84  0  0  0
55  2      0 58924624    296 1123572    0    0 42200   312 24818 168317 12  6 81  1  0  0
 4  0      0 58969448   1616 1130600    0    0  5013     0 22570 155763 16  6 78  0  0  0
45  0      0 58957580   1616 1141148    0    0  9748  1392 23492 164564 15  5 79  1  0  0
27  1      0 58945124   1616 1146384    0    0  1016  4176 28843 190937 15  6 78  1  0  0
12  0      0 58930068   1616 1146692    0    0    16   564 14822 158635 11  5 84  0  0  0
30  0      0 58928600   1616 1146900    0    0     4   408 13803 158666 11  5 84  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
30  0      0 58920936   1616 1146900    0    0     0     0 13509 155743 11  5 84  0  0  0
21  0      0 58920548   1616 1146900    0    0     0     0 13904 158108 11  5 84  0  0  0
75  0      0 58926452   1616 1146900    0    0     0     0 14176 162577 10  5 84  0  0  0
23  0      0 58931300   1616 1146900    0    0     0     0 14602 159733 11  5 84  0  0  0
45  0      0 58926196   1616 1146900    0    0     0     0 14282 159536 11  5 84  0  0  0
31  0      0 58921660   1616 1146900    0    0     0     0 14315 159625 11  5 84  0  0  0
71  0      0 58923064   1616 1146900    0    0     0     0 13927 158243 11  5 84  0  0  0
49  0      0 58909384   1624 1151028    0    0  1696 10372 15772 163620 11  5 84  0  0  0
50  0      0 58902540   1624 1151028    0    0     0     0 13909 157339 11  5 84  0  0  0
36  0      0 58899276   1624 1151028    0    0     0     0 13666 155647 11  5 84  0  0  0
51  0      0 58902128   1624 1151028    0    0     0     0 13965 158413 10  5 84  0  0  0
31  0      0 58894996   1624 1151028    0    0     0     0 14458 158728 11  5 84  0  0  0
 6  0      0 58897392   1624 1151028    0    0     0     4 14528 159162 11  6 84  0  0  0
43  0      0 58890316   1624 1151028    0    0     0     0 14535 160442 11  5 84  0  0  0
51  0      0 58882600   1624 1151028    0    0     0     0 14737 159753 11  5 84  0  0  0
 1  0      0 58880984   1624 1151028    0    0     0     0 14488 158605 11  5 84  0  0  0
50  0      0 58874512   1624 1151028    0    0     0     0 13883 158166 11  5 84  0  0  0
47  0      0 58872968   1624 1151028    0    0     0     0 14644 159012 11  5 84  0  0  0
41  0      0 58868384   1624 1151028    0    0     0     0 13912 158096 11  5 84  0  0  0
10  0      0 58863140   1624 1151028    0    0     0     0 13655 157620 11  5 84  0  0  0
80  0      0 58860352   1624 1151028    0    0     0     0 13639 157429 11  5 84  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 58851820   1624 1151032    0    0     0     0 14262 156208 11  5 84  0  0  0
64  0      0 58839348   1624 1151032    0    0     0     0 14161 158215 11  5 84  0  0  0
43  0      0 58824068   1624 1151032    0    0     0     0 14138 157859 11  5 84  0  0  0
72  0      0 58827524   1624 1151032    0    0     0     0 13925 158893 11  5 84  0  0  0
36  0      0 58825756   1624 1151032    0    0    16    72 14179 158243 11  5 84  0  0  0
77  0      0 58819896   1624 1151048    0    0     0     0 13995 157109 11  5 84  0  0  0
37  0      0 58811028   1624 1151048    0    0     0     0 13915 157303 11  5 84  0  0  0
56  0      0 58808220   1624 1151048    0    0     0     0 13662 158695 11  5 84  0  0  0
56  0      0 58809644   1624 1151048    0    0     0   136 14213 157800 11  5 84  0  0  0
55  0      0 58802068   1624 1151048    0    0     0     0 14279 158797 11  5 84  0  0  0
67  0      0 58801620   1624 1151048    0    0     0     0 13758 158681 10  5 84  0  0  0
