procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 59559836    292 979988    0    0 11640  3438 12785   21 10  2 88  0  0  0
 0  0      0 59550108    292 980712    0    0   288     0 4407 3471  0  0 100  0  0  0
 1  0      0 59402464    292 1028264    0    0 31372    72 5515 9610  3  1 96  0  0  0
 3  1      0 59276788    292 1059084    0    0 28532   320 5809 14337  5  1 94  0  0  0
 4  0      0 59272560    292 1060188    0    0   692   224 1025  961  0  0 100  0  0  0
49  0      0 59072812    292 1061992    0    0  1360     0 13015 123416 12  4 84  0  0  0
16  0      0 59057924    292 1061996    0    0     0     0 14584 156961 13  6 81  0  0  0
 6  0      0 59092468    292 1061996    0    0     0     0 13914 164249 11  5 84  0  0  0
66  0      0 59087496    292 1064112    0    0  1724     0 14537 160701 11  6 83  0  0  0
90  0      0 59069068    292 1064544    0    0   164   408 13247 161144 11  5 84  0  0  0
 1  0      0 59099144    292 1068352    0    0  3628     0 16454 166589 11  5 83  0  0  0
34  0      0 59108152    292 1068352    0    0     0     0 14184 165102 11  6 84  0  0  0
23  0      0 59099824    292 1068352    0    0     0     0 13843 162729 11  5 84  0  0  0
44  0      0 59094624    292 1068352    0    0     0     0 13561 159873 11  5 84  0  0  0
46  0      0 59088804    292 1068352    0    0     0     0 13139 159323 11  5 84  0  0  0
29  2      0 59061992    292 1068352    0    0    32     0 17579 160058 11  5 84  0  0  0
72  0      0 58972720   1616 1141844    0    0 48809   460 26954 166705 16  7 76  1  0  0
80  1      0 58939380   1616 1152248    0    0  9748  1248 23335 169510 15  6 79  0  0  0
36  0      0 58932792   1616 1157464    0    0   920  4604 32600 209713 15  6 78  1  0  0
77  0      0 58952260   1616 1157708    0    0     0     0 14110 163248 11  5 84  0  0  0
50  0      0 58946788   1616 1157708    0    0     0     0 13478 160056 11  5 84  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
36  0      0 58944468   1616 1157708    0    0     0     0 13650 160323 11  5 84  0  0  0
 1  0      0 58942700   1616 1157708    0    0     0     0 13216 159250 11  5 84  0  0  0
 1  0      0 58940376   1616 1157708    0    0     0     0 13337 159342 11  5 84  0  0  0
59  0      0 58937320   1616 1157708    0    0     0     0 13322 158666 11  5 84  0  0  0
53  0      0 58936360   1616 1157708    0    0     0     0 13383 160276 11  5 84  0  0  0
55  0      0 58933068   1616 1157708    0    0     0     0 13939 162897 11  5 84  0  0  0
83  0      0 58929100   1616 1157708    0    0     0     0 13349 160114 11  5 84  0  0  0
40  0      0 58918336   1624 1169468    0    0  4944 20272 16128 168940 11  6 83  0  0  0
59  0      0 58915384   1624 1169468    0    0     0     0 13919 159228 11  5 84  0  0  0
53  0      0 58905592   1624 1169468    0    0     0     0 14025 160707 11  5 84  0  0  0
32  0      0 58902128   1624 1169468    0    0     0     0 13562 160872 10  5 84  0  0  0
 1  0      0 58897872   1624 1169468    0    0     0     0 13944 161031 10  6 84  0  0  0
60  0      0 58898572   1624 1169468    0    0     0     4 14644 164128 11  5 84  0  0  0
54  0      0 58890924   1624 1169468    0    0     0     0 13612 160414 11  5 84  0  0  0
79  0      0 58889304   1624 1169468    0    0     0     0 13761 160640 11  5 84  0  0  0
60  0      0 58882764   1624 1169468    0    0     0     0 13168 158916 11  5 84  0  0  0
47  0      0 58880288   1624 1169468    0    0     0     0 13242 160471 11  5 84  0  0  0
58  0      0 58880876   1624 1169468    0    0     0     0 13524 156803 11  6 84  0  0  0
63  0      0 58876548   1624 1169472    0    0     0   144 14446 163700 11  6 84  0  0  0
36  0      0 58870476   1624 1169472    0    0     0     0 13443 160440 11  5 84  0  0  0
57  0      0 58866508   1624 1169472    0    0     0     0 13301 159628 11  5 84  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
31  0      0 58855096   1624 1169476    0    0     0     0 13392 160433 11  5 84  0  0  0
 1  0      0 58843652   1624 1169476    0    0     0     0 13677 160345 11  5 84  0  0  0
68  0      0 58845180   1624 1169476    0    0     0     0 13513 160702 11  5 84  0  0  0
60  0      0 58837120   1624 1169476    0    0     0     0 13712 161871 11  5 84  0  0  0
55  0      0 58835916   1624 1169476    0    0     0     0 13349 158224 11  5 84  0  0  0
48  0      0 58832784   1624 1169540    0    0    64  1824 13523 157663 11  5 84  0  0  0
55  0      0 58825616   1624 1169540    0    0     0     0 13395 159847 11  5 84  0  0  0
 1  0      0 58824132   1624 1169540    0    0     0     0 13305 158909 11  5 84  0  0  0
66  0      0 58835024   1624 1169540    0    0     0     0 13777 162138 11  5 84  0  0  0
46  0      0 58830864   1624 1169544    0    0     0   136 14393 162269 11  5 84  0  0  0
54  0      0 58824052   1624 1169544    0    0     0     0 13218 159417 11  5 84  0  0  0
63  0      0 58819784   1624 1169544    0    0     0     0 13300 159840 11  6 84  0  0  0
49  0      0 58823572   1624 1169544    0    0     0     0 13235 161137 11  5 84  0  0  0
19  0      0 58823496   1624 1169544    0    0     0     0 14393 162718 11  5 84  0  0  0
 1  0      0 58823692   1624 1169544    0    0     0     0 13701 160849 11  5 84  0  0  0
52  0      0 58824176   1624 1169544    0    0     0     0 13670 160517 11  5 84  0  0  0
71  0      0 58821324   1624 1169544    0    0     0     0 13568 158980 11  5 84  0  0  0
89  0      0 58816468   1624 1169544    0    0     0  2240 14552 161914 11  5 84  0  0  0
54  0      0 58810580   1624 1169544    0    0     0     0 13451 159159 11  5 84  0  0  0
 2  0      0 58821544   1624 1169544    0    0     0     0 12847 153995 11  5 84  0  0  0
76  0      0 58820136   1624 1169544    0    0     0     0 13191 159413 11  5 84  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
72  0      0 58814724   1624 1169544    0    0     0     0 13178 159221 11  5 84  0  0  0
53  0      0 58816716   1624 1169560    0    0    16     8 13430 159390 11  5 84  0  0  0
69  0      0 58813552   1624 1169884    0    0   240  5164 14175 162915 11  5 84  0  0  0
24  0      0 58814892   1624 1169908    0    0    28     0 13801 160290 11  6 84  0  0  0
 1  0      0 58803988   1624 1169908    0    0     0     0 13655 161089 11  6 84  0  0  0
38  0      0 58804652   1624 1169908    0    0     0     0 13572 160069 11  6 84  0  0  0
71  0      0 58800696   1624 1169908    0    0     0   408 13583 158823 11  5 84  0  0  0
42  0      0 58792172   1624 1169924    0    0    16     4 13529 160204 11  5 84  0  0  0
50  0      0 58791864   1624 1169924    0    0     0     0 13826 160609 11  5 84  0  0  0
38  0      0 58771132   1624 1170144    0    0   128     0 15516 167527 11  6 84  0  0  0
51  0      0 58786088   1624 1170232    0    0    80   144 14816 168465 10  5 84  0  0  0
52  0      0 58781560   1624 1170232    0    0     0     0 14151 168300 11  6 84  0  0  0
68  0      0 58781644   1624 1170232    0    0     0     0 14343 164027 11  5 84  0  0  0
 1  0      0 58789608   1624 1170260    0    0    36     0 13205 159145 11  5 84  0  0  0
79  0      0 58790284   1624 1170260    0    0     0     0 13868 161149 10  6 84  0  0  0
40  0      0 58783748   1624 1170260    0    0     0     0 14013 160503 11  5 84  0  0  0
69  0      0 58778588   1624 1170260    0    0     0     0 13716 159701 11  5 84  0  0  0
36  0      0 58774532   1624 1170260    0    0     0     0 13441 159703 11  6 84  0  0  0
16  0      0 58779776   1624 1170260    0    0     0     0 13762 160506 11  5 84  0  0  0
69  0      0 58785152   1624 1170260    0    0     0     0 13339 159195 11  5 84  0  0  0
73  0      0 58792368   1624 1170260    0    0     0     0 13758 159044 11  5 84  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
54  0      0 58783924   1624 1170264    0    0     0     0 13540 160039 11  5 84  0  0  0
44  0      0 58782920   1624 1170264    0    0     0     0 13597 159770 11  5 84  0  0  0
 1  0      0 58784356   1624 1170264    0    0     0     0 13285 159612 11  5 84  0  0  0
59  0      0 58778248   1624 1170264    0    0     0     0 13524 157965 11  5 84  0  0  0
76  0      0 58786244   1624 1170264    0    0     0     0 13641 160249 11  5 84  0  0  0
63  0      0 58781532   1624 1170264    0    0     0     0 13334 158144 11  5 84  0  0  0
53  0      0 58776720   1624 1170264    0    0     0     0 14163 162135 11  6 84  0  0  0
15  0      0 58787884   1624 1170200    0    0     0     0 13438 159678 11  5 84  0  0  0
45  0      0 58784276   1624 1170200    0    0     0     0 13263 160526 11  5 84  0  0  0
 1  0      0 58786520   1624 1170200    0    0     0     0 14008 161194 11  5 84  0  0  0
57  0      0 58783048   1624 1170200    0    0     0     0 13017 158978 11  5 84  0  0  0
66  0      0 58788064   1624 1170216    0    0    16   744 13327 158467 11  5 84  0  0  0
73  0      0 58781100   1624 1170216    0    0     0     0 13570 159526 11  5 84  0  0  0
42  0      0 58776884   1624 1170216    0    0     0     0 13673 160674 11  5 84  0  0  0
 1  0      0 58780088   1624 1170216    0    0     0     0 13079 158688 10  6 84  0  0  0
66  0      0 58776724   1624 1170220    0    0     0   136 13295 157207 11  5 84  0  0  0
53  0      0 58773300   1624 1170300    0    0    80  1836 14078 162321 11  6 84  0  0  0
49  0      0 58768456   1624 1170300    0    0     0     0 13181 159045 11  5 84  0  0  0
32  0      0 58767768   1624 1170300    0    0     0     0 13207 159579 11  5 84  0  0  0
53  0      0 58767384   1624 1170316    0    0    16   116 13926 161615 11  5 84  0  0  0
66  0      0 58762108   1624 1170316    0    0     0     0 13257 160633 11  5 84  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
57  0      0 58765732   1624 1170316    0    0     0     0 13573 159572 11  6 84  0  0  0
56  0      0 58769492   1624 1170316    0    0     0     0 13438 159663 11  5 84  0  0  0
 1  0      0 58757108   1624 1170316    0    0     0     0 14511 162306 11  5 84  0  0  0
57  0      0 58753152   1624 1170284    0    0     0     0 14406 162462 11  5 84  0  0  0
61  0      0 58761160   1624 1170284    0    0     0     0 13376 160020 11  5 84  0  0  0
